SaleID,price
200000,1312.816752977511
200001,1810.2268030355192
200002,8490.206891937327
200003,1190.064561456977
200004,1992.574385090853
200005,1173.5398158547434
200006,429.7392087248362
200007,3481.6227508477004
200008,11587.030708999671
200009,597.169324004386
200010,641.767042603109
200011,2642.132924544987
200012,5936.553438554271
200013,8153.657635432025
200014,1682.423247049393
200015,274.94994714911314
200016,1789.8072983478799
200017,8429.287554489605
200018,6719.769254242421
200019,663.0173861579988
200020,24383.612662997723
200021,7470.76666894849
200022,1854.4966745053925
200023,1575.395656490891
200024,781.8665152403505
200025,8647.877559553483
200026,423.1843813851152
200027,12476.71306644558
200028,4168.865979070077
200029,7893.50435956792
200030,18037.26647376042
200031,12681.345533856489
200032,589.233826585017
200033,14072.615616992998
200034,858.0733090543042
200035,1963.581154465568
200036,14372.534220740672
200037,5767.108096521211
200038,1452.7993669864072
200039,348.1576023588395
200040,628.0015995920354
200041,25807.797277814683
200042,418.92236811635456
200043,7895.576004296432
200044,17545.75872512629
200045,584.730182112899
200046,15249.317008873448
200047,17174.752050533505
200048,2032.233455935247
200049,3089.14803130395
200050,695.1519265074115
200051,4372.782729237459
200052,2774.021453484027
200053,474.5325215142475
200054,13397.680077044366
200055,10635.761060416833
200056,8469.36934361541
200057,3242.1722797662333
200058,1239.4035021545988
200059,5135.2495064078275
200060,8370.152764866747
200061,1197.2965215452841
200062,5448.274562938424
200063,8025.246290869047
200064,1279.8414101006156
200065,1583.1053857040147
200066,509.20172766070567
200067,10202.159036316165
200068,142.41748221725857
200069,17595.208586922392
200070,9171.112155732106
200071,383.7965119304878
200072,6414.327577023352
200073,18498.699349100552
200074,4464.461508398326
200075,16695.556026293663
200076,3021.921671224914
200077,379.8349402372935
200078,368.6884092525059
200079,2805.700625204243
200080,3270.6482853162606
200081,2040.0370681134348
200082,3924.0463337459414
200083,396.8101774552384
200084,1264.7132258413258
200085,1747.2326250843348
200086,6855.079989057389
200087,3446.883430702579
200088,2436.115611741153
200089,41640.18067491483
200090,2699.9196226710346
200091,181.67838415892612
200092,1552.4032679101042
200093,16568.512832737902
200094,6775.068142604272
200095,5687.311878282138
200096,2373.8359244847447
200097,1186.879369977021
200098,412.81104231648
200099,23014.203017057836
200100,21396.63109123297
200101,7399.570287509489
200102,1773.6059885932
200103,10440.235128282362
200104,5537.3546853758635
200105,3826.291596594415
200106,8653.836858552491
200107,1912.1043535517674
200108,15315.68868161102
200109,8039.614934250705
200110,1052.7762274245197
200111,1762.5513296499078
200112,1814.589112739107
200113,706.8972058504046
200114,2193.9137466317707
200115,1326.6939440634637
200116,13905.729509451809
200117,16716.770610289488
200118,54279.80665902817
200119,184.19260221498402
200120,3285.737377236662
200121,2540.9530690829033
200122,702.2078818913908
200123,2419.0384673462277
200124,58818.419439774516
200125,863.8534024591374
200126,3134.86674771741
200127,14995.210652905302
200128,1613.677948832309
200129,5973.316754342268
200130,3784.98911860079
200131,2876.0924626673045
200132,1276.2271645772626
200133,2746.5060979528735
200134,1193.8878245380217
200135,2965.3526224722395
200136,3726.371551860781
200137,921.4731009933666
200138,10153.204667407728
200139,6401.437776941508
200140,2629.112134630705
200141,1471.420269965825
200142,6331.664831993148
200143,9171.810545669225
200144,1286.0325934654459
200145,5875.1289486521455
200146,2651.9141816827923
200147,4644.1658461039215
200148,2697.4057123213124
200149,209.01427500025568
200150,11167.684127508013
200151,5128.629265089577
200152,699.4579721185005
200153,502.9612405039975
200154,7630.644960544711
200155,3148.9907155727005
200156,16401.287847257194
200157,8285.863310677185
200158,10267.566466147426
200159,6988.686541670684
200160,6484.882782723622
200161,7267.32239416065
200162,6525.600971879859
200163,1123.0201129118605
200164,16635.412158115872
200165,14098.445884556717
200166,24587.181145993425
200167,3561.3204767756715
200168,37068.488361624004
200169,819.663730314249
200170,2552.1328965520474
200171,8354.186034923194
200172,2072.965611801613
200173,34705.63131043494
200174,763.709041724856
200175,2266.1188401304544
200176,8293.956865167831
200177,5939.239687458598
200178,5362.804675249899
200179,3791.0799953358855
200180,900.3858023889022
200181,19528.14241992872
200182,4354.744919294446
200183,1389.7432505302493
200184,2137.6634909416016
200185,4698.00016516818
200186,3377.0138063248937
200187,6781.467123156273
200188,10296.584707211689
200189,12237.221095315892
200190,4344.234883116549
200191,2840.5419800765712
200192,1102.8335447744273
200193,4376.899327783571
200194,8068.490305687973
200195,2600.0395124448105
200196,883.8533605913835
200197,22484.39934961388
200198,1310.8804646777594
200199,4527.108137606712
200200,709.0955484491983
200201,7784.401223368772
200202,2207.8934085924334
200203,1717.4809531651754
200204,8088.535564824233
200205,5228.190750096592
200206,904.9385062175638
200207,5064.1503777885555
200208,5603.63750371037
200209,1346.477760784944
200210,14112.820936373373
200211,5528.4429042253805
200212,7393.271437814214
200213,8529.501657020066
200214,19430.400014854516
200215,7254.899178780219
200216,3268.105146233031
200217,1122.2215324884978
